match_count,mean_distance,median_distance,min_distance,max_distance,homography_ratio,fundamental_ratio,homography_error,fundamental_error,spatial_coverage,homography_inliers,fundamental_inliers,label
26.065,0.15970722961425782,0.13873716735839844,0.022090721130371093,0.5134705200195312,0.9965470938039517,0.996355265681949,0.00217552974820137,0.015769020404206992,0.9375,259.75,259.7,1
0.335,0.45864620971679687,0.47437960815429686,0.19204165649414062,0.5888938598632812,0.07462686567164178,0.14925373134328357,0.001742611527442932,0.029597210942223878,0.9375,0.25,0.5,0
20.185,0.2643623962402344,0.2581162414550781,0.09110433959960937,0.5185903930664062,0.9915779043844439,0.9898439435224177,0.0027590999007225036,0.023095899249781882,0.9375,200.15,199.8,0
0.135,0.4038021240234375,0.41183493041992186,0.23768887329101562,0.5097921142578125,0.2222222222222222,0.3333333333333333,0.009852968454360962,0.06684947353552625,0.6875,0.3,0.45,0
0.1,0.43921054077148436,0.43706695556640623,0.3677336120605469,0.5622882080078125,0.25,0.45,0.015158089399337769,0.06765922856373169,0.6875,0.25,0.45,0
25.5,0.1695147247314453,0.15514508056640625,0.02029778289794922,0.544066162109375,0.9941176470588236,0.993921568627451,0.002468429058790207,0.017703621661332013,0.9375,253.5,253.45,1
15.705,0.27467132568359376,0.2683803405761719,0.09254188537597656,0.53298779296875,0.9847182425978988,0.9723018147086915,0.00352166086435318,0.03733354668755561,0.9375,154.65,152.7,0
0.1,0.43921054077148436,0.43706695556640623,0.3677336120605469,0.5622882080078125,0.25,0.45,0.015158089399337769,0.06765922856373169,0.6875,0.25,0.45,0
21.375,0.17500474548339845,0.15273506164550782,0.028844409942626954,0.5184129638671875,0.9911111111111112,0.9906432748538012,0.0022236256301403044,0.019892416727898325,0.9375,211.85,211.75,1
20.185,0.2643623962402344,0.2581162414550781,0.09110433959960937,0.5185903930664062,0.9915779043844439,0.9898439435224177,0.0027590999007225036,0.023095899249781882,0.9375,200.15,199.8,0
11.185,0.18455564880371095,0.1658915252685547,0.033105892181396486,0.5488278198242188,0.9772016092981672,0.9772016092981672,0.0036272183060646057,0.0292894423361366,0.9375,109.3,109.3,0
15.705,0.27467132568359376,0.2683803405761719,0.09254188537597656,0.53298779296875,0.9847182425978988,0.9723018147086915,0.00352166086435318,0.03733354668755561,0.9375,154.65,152.7,0
22.6,0.17931982421875,0.15506771850585938,0.017435596466064452,0.5431058959960937,0.9920353982300885,0.9920353982300885,0.0020663052797317504,0.015340178546549645,0.9375,224.2,224.2,1
24.055,0.18620150756835938,0.17008233642578124,0.03261901473999024,0.5135640258789063,0.9939721471627521,0.9939721471627521,0.0021599262952804567,0.015931172255650678,0.9375,239.1,239.1,1
0.11,0.4318587646484375,0.44523675537109375,0.19204165649414062,0.6230313110351563,0.22727272727272727,0.4090909090909091,0.009549764394760131,0.05306268539521765,0.75,0.25,0.45,0
15.455,0.272849365234375,0.2670430603027344,0.09254188537597656,0.5732468872070312,0.9860886444516338,0.9835004852798447,0.004458552002906799,0.043575828356799344,0.9375,152.4,152.0,0
8.61,0.2032913360595703,0.18100276184082031,0.029866369247436523,0.5543609008789062,0.9936120789779327,0.9901277584204413,0.003761942982673645,0.07141567697364845,1.0,85.55,85.25,1
9.27,0.18840335083007811,0.16319926452636718,0.01720465087890625,0.5805962524414062,0.9946062567421791,0.994066882416397,0.0024932894110679628,0.023062961241268335,1.0,92.2,92.15,1
25.46,0.17044987487792967,0.15385707092285156,0.02078460884094238,0.5431279907226563,0.9933228593872742,0.9935192458758837,0.0025765478610992433,0.026010130691061627,0.9375,252.9,252.95,1
11.185,0.18455564880371095,0.1658915252685547,0.033105892181396486,0.5488278198242188,0.9772016092981672,0.9772016092981672,0.0036272183060646057,0.0292894423361366,0.9375,109.3,109.3,0
23.41,0.1852681884765625,0.17144677734375,0.02144761085510254,0.5200269165039062,0.9910294745835113,0.9914566424604869,0.0021228137612342834,0.016135731666217137,0.9375,232.0,232.1,1
0.37,0.46972076416015623,0.4690806274414063,0.3675921630859375,0.5943668823242187,0.08108108108108109,0.16216216216216217,0.016236271858215332,0.03332551515631595,0.875,0.3,0.6,0
25.13,0.1877933349609375,0.1745050048828125,0.038832977294921876,0.53934033203125,0.9910465578989256,0.9910465578989256,0.0032987812161445616,0.02404492919665751,0.9375,249.05,249.05,1
25.535,0.1709310302734375,0.15679286193847655,0.03908964157104492,0.5136107177734375,0.9943215194830625,0.9939299001370667,0.002656733989715576,0.027307304614179212,0.9375,253.9,253.8,1
0.37,0.46972076416015623,0.4690806274414063,0.3675921630859375,0.5943668823242187,0.08108108108108109,0.16216216216216217,0.016236271858215332,0.03332551515631595,0.875,0.3,0.6,0
6.505,0.21169119262695313,0.17816845703125,0.03836665344238281,0.6126760864257812,0.9830899308224442,0.9823212913143735,0.0030387192964553833,0.03346489094421116,0.9375,63.95,63.9,1
25.175,0.17764944458007811,0.16392681884765625,0.04190465545654297,0.5283446044921875,0.9936444885799404,0.9934458788480636,0.0026183325052261354,0.03322522733417918,0.9375,250.15,250.1,1
0.1,0.43921054077148436,0.43706695556640623,0.3677336120605469,0.5622882080078125,0.25,0.45,0.015158089399337769,0.06765922856373169,0.6875,0.25,0.45,0
15.455,0.272849365234375,0.2670430603027344,0.09254188537597656,0.5732468872070312,0.9860886444516338,0.9835004852798447,0.004458552002906799,0.043575828356799344,0.9375,152.4,152.0,0
9.24,0.18935325622558594,0.16150541687011719,0.026907247543334963,0.5669038696289063,0.9924242424242424,0.9924242424242424,0.0027718043327331545,0.04875656702922104,1.0,91.7,91.7,1
8.99,0.20642353820800782,0.18736595153808594,0.04939635467529297,0.5842705078125,0.9877641824249166,0.9883203559510567,0.002981897592544556,0.026189783921328962,1.0,88.8,88.85,1
25.665,0.16524742126464845,0.1422814178466797,0.015491933822631835,0.518162109375,0.9953243717124488,0.9951295538671342,0.002608676254749298,0.018230216955817773,0.9375,255.45,255.4,1
20.185,0.2643623962402344,0.2581162414550781,0.09110433959960937,0.5185903930664062,0.9915779043844439,0.9898439435224177,0.0027590999007225036,0.023095899249781882,0.9375,200.15,199.8,0
8.06,0.2274776916503906,0.21000949096679689,0.05087239074707031,0.584486083984375,0.9882133995037221,0.9882133995037221,0.0031716176867485047,0.02855094238153543,1.0,79.65,79.65,1
15.455,0.272849365234375,0.2670430603027344,0.09254188537597656,0.5732468872070312,0.9860886444516338,0.9835004852798447,0.004458552002906799,0.043575828356799344,0.9375,152.4,152.0,0
20.515,0.2671145324707031,0.2597768249511719,0.09110433959960937,0.5506541748046875,0.9907384840360711,0.9885449670972459,0.0037903034687042235,0.031619847020466135,0.9375,203.25,202.8,0
5.705,0.23134075927734374,0.20073863220214844,0.050793701171875,0.5922702026367187,0.9772129710780018,0.9728308501314636,0.003571631908416748,0.03618550565238523,1.0,55.75,55.5,1
0.37,0.46972076416015623,0.4690806274414063,0.3675921630859375,0.5943668823242187,0.08108108108108109,0.16216216216216217,0.016236271858215332,0.03332551515631595,0.875,0.3,0.6,0
20.71,0.18029966735839845,0.15589739990234375,0.025612497329711915,0.5319661865234375,0.9920328343795268,0.9917914051183003,0.0024822235107421877,0.01415109514206378,0.9375,205.45,205.4,1
0.335,0.45864620971679687,0.47437960815429686,0.19204165649414062,0.5888938598632812,0.07462686567164178,0.14925373134328357,0.001742611527442932,0.029597210942223878,0.9375,0.25,0.5,0
9.75,0.17890763854980468,0.14840455627441407,0.025139610290527345,0.5691677856445313,0.9923076923076923,0.9928205128205129,0.0027901601791381837,0.022445382177180145,1.0,96.75,96.8,1
15.705,0.27467132568359376,0.2683803405761719,0.09254188537597656,0.53298779296875,0.9847182425978988,0.9723018147086915,0.00352166086435318,0.03733354668755561,0.9375,154.65,152.7,0
0.11,0.4318587646484375,0.44523675537109375,0.19204165649414062,0.6230313110351563,0.22727272727272727,0.4090909090909091,0.009549764394760131,0.05306268539521765,0.75,0.25,0.45,0
25.67,0.1765891571044922,0.16431068420410155,0.03155946731567383,0.51618212890625,0.9943513829372809,0.9947409427347098,0.0025667589902877807,0.01894933006550394,0.9375,255.25,255.35,1
20.515,0.2671145324707031,0.2597768249511719,0.09110433959960937,0.5506541748046875,0.9907384840360711,0.9885449670972459,0.0037903034687042235,0.031619847020466135,0.9375,203.25,202.8,0
22.525,0.1758342742919922,0.15420765686035157,0.02521903991699219,0.5182123413085937,0.9922308546059934,0.9917869034406215,0.0022951728105545044,0.022200285328886814,0.9375,223.5,223.4,1
24.825,0.16665113830566405,0.151828857421875,0.04180908966064453,0.518424560546875,0.9921450151057402,0.9929506545820745,0.0021412810683250428,0.04655005917676854,0.9375,246.3,246.5,1
15.705,0.27467132568359376,0.2683803405761719,0.09254188537597656,0.53298779296875,0.9847182425978988,0.9723018147086915,0.00352166086435318,0.03733354668755561,0.9375,154.65,152.7,0
8.435,0.20700950622558595,0.18819139099121093,0.03857460403442383,0.5698631591796876,0.989922940130409,0.988737403675163,0.003040037453174591,0.03251474677008297,0.9375,83.5,83.4,1
15.705,0.27467132568359376,0.2683803405761719,0.09254188537597656,0.53298779296875,0.9847182425978988,0.9723018147086915,0.00352166086435318,0.03733354668755561,0.9375,154.65,152.7,0
20.515,0.2671145324707031,0.2597768249511719,0.09110433959960937,0.5506541748046875,0.9907384840360711,0.9885449670972459,0.0037903034687042235,0.031619847020466135,0.9375,203.25,202.8,0
20.185,0.2643623962402344,0.2581162414550781,0.09110433959960937,0.5185903930664062,0.9915779043844439,0.9898439435224177,0.0027590999007225036,0.023095899249781882,0.9375,200.15,199.8,0
26.9,0.15919088745117188,0.13904672241210939,0.013416407585144043,0.5256082153320313,0.9947955390334573,0.9949814126394052,0.001971249133348465,0.01624287846023897,0.9375,267.6,267.65,1
24.24,0.18919595336914063,0.17150509643554687,0.03954743957519531,0.5162828979492188,0.995049504950495,0.995049504950495,0.0021381913125514984,0.016684862088231923,0.9375,241.2,241.2,1
8.335,0.20641401672363283,0.18445596313476562,0.0424735221862793,0.58127099609375,0.9898020395920816,0.9898020395920816,0.0028712236881256103,0.02051133339804672,1.0,82.5,82.5,1
0.11,0.4318587646484375,0.44523675537109375,0.19204165649414062,0.6230313110351563,0.22727272727272727,0.4090909090909091,0.009549764394760131,0.05306268539521765,0.75,0.25,0.45,0
0.475,0.47138113403320314,0.4754366455078125,0.22655683898925782,0.5634216918945313,0.10526315789473684,0.12631578947368421,0.0073126876354217525,0.0528313419493429,0.875,0.5,0.6,0
11.185,0.18455564880371095,0.1658915252685547,0.033105892181396486,0.5488278198242188,0.9772016092981672,0.9772016092981672,0.0036272183060646057,0.0292894423361366,0.9375,109.3,109.3,0
15.705,0.27467132568359376,0.2683803405761719,0.09254188537597656,0.53298779296875,0.9847182425978988,0.9723018147086915,0.00352166086435318,0.03733354668755561,0.9375,154.65,152.7,0
0.475,0.47138113403320314,0.4754366455078125,0.22655683898925782,0.5634216918945313,0.10526315789473684,0.12631578947368421,0.0073126876354217525,0.0528313419493429,0.875,0.5,0.6,0
19.305,0.17913804626464844,0.16169107055664061,0.02660826873779297,0.516693359375,0.9878269878269879,0.9878269878269879,0.002059459835290909,0.024000062868441467,0.9375,190.7,190.7,1
15.705,0.27467132568359376,0.2683803405761719,0.09254188537597656,0.53298779296875,0.9847182425978988,0.9723018147086915,0.00352166086435318,0.03733354668755561,0.9375,154.65,152.7,0
0.37,0.46972076416015623,0.4690806274414063,0.3675921630859375,0.5943668823242187,0.08108108108108109,0.16216216216216217,0.016236271858215332,0.03332551515631595,0.875,0.3,0.6,0
15.455,0.272849365234375,0.2670430603027344,0.09254188537597656,0.5732468872070312,0.9860886444516338,0.9835004852798447,0.004458552002906799,0.043575828356799344,0.9375,152.4,152.0,0
25.945,0.17210165405273437,0.15112908935546876,0.022181072235107423,0.5243624877929688,0.9936403931393332,0.9926768163422625,0.002793899476528168,0.02537569906012583,0.9375,257.8,257.55,1
15.455,0.272849365234375,0.2670430603027344,0.09254188537597656,0.5732468872070312,0.9860886444516338,0.9835004852798447,0.004458552002906799,0.043575828356799344,0.9375,152.4,152.0,0
0.37,0.46972076416015623,0.4690806274414063,0.3675921630859375,0.5943668823242187,0.08108108108108109,0.16216216216216217,0.016236271858215332,0.03332551515631595,0.875,0.3,0.6,0
15.455,0.272849365234375,0.2670430603027344,0.09254188537597656,0.5732468872070312,0.9860886444516338,0.9835004852798447,0.004458552002906799,0.043575828356799344,0.9375,152.4,152.0,0
0.135,0.4038021240234375,0.41183493041992186,0.23768887329101562,0.5097921142578125,0.2222222222222222,0.3333333333333333,0.009852968454360962,0.06684947353552625,0.6875,0.3,0.45,0
24.63,0.19161216735839845,0.17664088439941406,0.030265491485595705,0.5465235595703125,0.9920828258221681,0.9916768168899716,0.00243412971496582,0.021079655288650755,0.9375,244.35,244.25,1
0.335,0.45864620971679687,0.47437960815429686,0.19204165649414062,0.5888938598632812,0.07462686567164178,0.14925373134328357,0.001742611527442932,0.029597210942223878,0.9375,0.25,0.5,0
25.51,0.16297303771972657,0.14597259521484374,0.02891366386413574,0.541287353515625,0.9933359466875735,0.9933359466875735,0.002842552661895752,0.03474945430420482,0.9375,253.4,253.4,1
15.705,0.27467132568359376,0.2683803405761719,0.09254188537597656,0.53298779296875,0.9847182425978988,0.9723018147086915,0.00352166086435318,0.03733354668755561,0.9375,154.65,152.7,0
0.475,0.47138113403320314,0.4754366455078125,0.22655683898925782,0.5634216918945313,0.10526315789473684,0.12631578947368421,0.0073126876354217525,0.0528313419493429,0.875,0.5,0.6,0
11.185,0.18455564880371095,0.1658915252685547,0.033105892181396486,0.5488278198242188,0.9772016092981672,0.9772016092981672,0.0036272183060646057,0.0292894423361366,0.9375,109.3,109.3,0
24.79,0.19508341979980467,0.18028311157226562,0.04084115600585937,0.5207264404296875,0.9943525615167407,0.9945542557482856,0.0023767249286174774,0.024286560803993475,0.9375,246.5,246.55,1
15.705,0.27467132568359376,0.2683803405761719,0.09254188537597656,0.53298779296875,0.9847182425978988,0.9723018147086915,0.00352166086435318,0.03733354668755561,0.9375,154.65,152.7,0
0.335,0.45864620971679687,0.47437960815429686,0.19204165649414062,0.5888938598632812,0.07462686567164178,0.14925373134328357,0.001742611527442932,0.029597210942223878,0.9375,0.25,0.5,0
0.135,0.4038021240234375,0.41183493041992186,0.23768887329101562,0.5097921142578125,0.2222222222222222,0.3333333333333333,0.009852968454360962,0.06684947353552625,0.6875,0.3,0.45,0
23.64,0.1957815704345703,0.17903631591796876,0.03292415618896485,0.5658056030273437,0.9919627749576988,0.9921742808798646,0.002438102811574936,0.042068914784877884,0.9375,234.5,234.55,1
6.74,0.23655230712890624,0.21623126220703126,0.05027922058105469,0.5537111206054688,0.9851632047477745,0.9866468842729971,0.0033983081579208375,0.044951780690236684,1.0,66.4,66.5,1
25.145,0.1544151153564453,0.1368795166015625,0.01697056198120117,0.5069950561523437,0.9940345993239212,0.9942334460131239,0.002445541471242905,0.01796552413081367,0.9375,249.95,250.0,1
20.515,0.2671145324707031,0.2597768249511719,0.09110433959960937,0.5506541748046875,0.9907384840360711,0.9885449670972459,0.0037903034687042235,0.031619847020466135,0.9375,203.25,202.8,0
25.035,0.1494167938232422,0.133760986328125,0.025922962188720703,0.5340524291992188,0.9916117435590174,0.9918114639504694,0.002325403094291687,0.028158122674143644,0.9375,248.25,248.3,1
11.23,0.1846114501953125,0.166421142578125,0.033105892181396486,0.5355184326171875,0.9772929652715939,0.9777382012466608,0.0022667914628982542,0.017380301977328896,0.9375,109.75,109.8,0
23.135,0.18559893798828125,0.17042300415039063,0.02973213768005371,0.5480255737304688,0.9909228441754917,0.9907067214177653,0.002130560725927353,0.01538517278010472,0.9375,229.25,229.2,1
0.1,0.43921054077148436,0.43706695556640623,0.3677336120605469,0.5622882080078125,0.25,0.45,0.015158089399337769,0.06765922856373169,0.6875,0.25,0.45,0
0.1,0.43921054077148436,0.43706695556640623,0.3677336120605469,0.5622882080078125,0.25,0.45,0.015158089399337769,0.06765922856373169,0.6875,0.25,0.45,0
6.745,0.2068712921142578,0.17014111328125,0.017088006973266602,0.58789453125,0.9844329132690882,0.9836916234247591,0.0029887259006500244,0.056432824167266735,0.9375,66.4,66.35,1
25.78,0.17744662475585937,0.16003749084472657,0.021540658950805664,0.5605390014648437,0.9930178432893716,0.9930178432893716,0.002938202917575836,0.020309228115449184,0.9375,256.0,256.0,1
20.185,0.2643623962402344,0.2581162414550781,0.09110433959960937,0.5185903930664062,0.9915779043844439,0.9898439435224177,0.0027590999007225036,0.023095899249781882,0.9375,200.15,199.8,0
22.21,0.18286709594726563,0.15700955200195313,0.024413110733032227,0.5272115478515625,0.9941467807294012,0.9932462854570013,0.0025357702374458314,0.03444821619141804,0.9375,220.8,220.6,1
0.335,0.45864620971679687,0.47437960815429686,0.19204165649414062,0.5888938598632812,0.07462686567164178,0.14925373134328357,0.001742611527442932,0.029597210942223878,0.9375,0.25,0.5,0
0.11,0.4318587646484375,0.44523675537109375,0.19204165649414062,0.6230313110351563,0.22727272727272727,0.4090909090909091,0.009549764394760131,0.05306268539521765,0.75,0.25,0.45,0
15.455,0.272849365234375,0.2670430603027344,0.09254188537597656,0.5732468872070312,0.9860886444516338,0.9835004852798447,0.004458552002906799,0.043575828356799344,0.9375,152.4,152.0,0
24.955,0.1934384002685547,0.17609088134765624,0.04127953338623047,0.5527929077148438,0.9909837707874174,0.9897816068924064,0.002911145091056824,0.02492342377219476,0.9375,247.3,247.0,1
21.085,0.1782497100830078,0.15582040405273437,0.026229753494262695,0.5153290405273437,0.9933602086791558,0.99312307327484,0.002316458076238632,0.019577195019348976,0.9375,209.45,209.4,1
23.235,0.2043699951171875,0.1910811309814453,0.034,0.5270635375976562,0.9937594146761352,0.9939746072735098,0.0027043703198432923,0.015273704107818295,0.9375,230.9,230.95,1
25.535,0.17830613708496093,0.162308349609375,0.03908964157104492,0.5307843017578125,0.9921676130800862,0.992363422753084,0.0019904662668704986,0.03229301518168752,0.9375,253.35,253.4,1
0.11,0.4318587646484375,0.44523675537109375,0.19204165649414062,0.6230313110351563,0.22727272727272727,0.4090909090909091,0.009549764394760131,0.05306268539521765,0.75,0.25,0.45,0
11.185,0.18455564880371095,0.1658915252685547,0.033105892181396486,0.5488278198242188,0.9772016092981672,0.9772016092981672,0.0036272183060646057,0.0292894423361366,0.9375,109.3,109.3,0
0.475,0.47138113403320314,0.4754366455078125,0.22655683898925782,0.5634216918945313,0.10526315789473684,0.12631578947368421,0.0073126876354217525,0.0528313419493429,0.875,0.5,0.6,0
0.475,0.47138113403320314,0.4754366455078125,0.22655683898925782,0.5634216918945313,0.10526315789473684,0.12631578947368421,0.0073126876354217525,0.0528313419493429,0.875,0.5,0.6,0
11.185,0.18455564880371095,0.1658915252685547,0.033105892181396486,0.5488278198242188,0.9772016092981672,0.9772016092981672,0.0036272183060646057,0.0292894423361366,0.9375,109.3,109.3,0
0.37,0.46972076416015623,0.4690806274414063,0.3675921630859375,0.5943668823242187,0.08108108108108109,0.16216216216216217,0.016236271858215332,0.03332551515631595,0.875,0.3,0.6,0
24.655,0.18677490234375,0.17296241760253905,0.04381780624389649,0.5247818603515625,0.9929020482660718,0.9933076455080105,0.001969974935054779,0.01456633624116466,0.9375,244.8,244.9,1
0.11,0.4318587646484375,0.44523675537109375,0.19204165649414062,0.6230313110351563,0.22727272727272727,0.4090909090909091,0.009549764394760131,0.05306268539521765,0.75,0.25,0.45,0
26.66,0.16585256958007813,0.1477836151123047,0.02029778289794922,0.5181582641601562,0.9954988747186797,0.9954988747186797,0.0022800545394420623,0.01730804920268898,0.9375,265.4,265.4,1
25.36,0.177798828125,0.1649424133300781,0.033763885498046875,0.5185325317382813,0.9929022082018928,0.992705047318612,0.0024988755583763124,0.03245319983784174,0.9375,251.8,251.75,1
0.335,0.45864620971679687,0.47437960815429686,0.19204165649414062,0.5888938598632812,0.07462686567164178,0.14925373134328357,0.001742611527442932,0.029597210942223878,0.9375,0.25,0.5,0
11.23,0.1846114501953125,0.166421142578125,0.033105892181396486,0.5355184326171875,0.9772929652715939,0.9777382012466608,0.0022667914628982542,0.017380301977328896,0.9375,109.75,109.8,0
0.11,0.4318587646484375,0.44523675537109375,0.19204165649414062,0.6230313110351563,0.22727272727272727,0.4090909090909091,0.009549764394760131,0.05306268539521765,0.75,0.25,0.45,0
26.885,0.16550880432128906,0.14641038513183594,0.02039607810974121,0.559892822265625,0.9946066579877255,0.9947926352984936,0.0020386546850204466,0.020326051558699647,0.9375,267.4,267.45,1
9.365,0.20084799194335937,0.18024427795410156,0.05524490737915039,0.5903084106445312,0.98825413774693,0.987720234917245,0.0030626192688941955,0.06113404914723911,0.9375,92.55,92.5,1
8.48,0.22363615417480467,0.2035337829589844,0.0531789436340332,0.5946192016601562,0.9864386792452831,0.9864386792452831,0.002793962061405182,0.024470904551646102,1.0,83.65,83.65,1
0.1,0.43921054077148436,0.43706695556640623,0.3677336120605469,0.5622882080078125,0.25,0.45,0.015158089399337769,0.06765922856373169,0.6875,0.25,0.45,0
0.335,0.45864620971679687,0.47437960815429686,0.19204165649414062,0.5888938598632812,0.07462686567164178,0.14925373134328357,0.001742611527442932,0.029597210942223878,0.9375,0.25,0.5,0
15.705,0.27467132568359376,0.2683803405761719,0.09254188537597656,0.53298779296875,0.9847182425978988,0.9723018147086915,0.00352166086435318,0.03733354668755561,0.9375,154.65,152.7,0
24.275,0.17928823852539064,0.16475436401367188,0.022090721130371093,0.5384496459960938,0.9917610710607621,0.9919670442842431,0.0029466265439987184,0.03790151659789286,0.9375,240.75,240.8,1
24.665,0.19603938293457032,0.17958842468261718,0.033763885498046875,0.5498654174804688,0.9927022096087573,0.9931076424082709,0.0024468262493610384,0.019834280391234436,0.9375,244.85,244.95,1
0.11,0.4318587646484375,0.44523675537109375,0.19204165649414062,0.6230313110351563,0.22727272727272727,0.4090909090909091,0.009549764394760131,0.05306268539521765,0.75,0.25,0.45,0
20.515,0.2671145324707031,0.2597768249511719,0.09110433959960937,0.5506541748046875,0.9907384840360711,0.9885449670972459,0.0037903034687042235,0.031619847020466135,0.9375,203.25,202.8,0
9.24,0.19384422302246093,0.16770211791992187,0.029664793014526368,0.561373291015625,0.9929653679653679,0.9929653679653679,0.0027836525440216066,0.020383137014213487,1.0,91.75,91.75,1
15.705,0.27467132568359376,0.2683803405761719,0.09254188537597656,0.53298779296875,0.9847182425978988,0.9723018147086915,0.00352166086435318,0.03733354668755561,0.9375,154.65,152.7,0
20.185,0.2643623962402344,0.2581162414550781,0.09110433959960937,0.5185903930664062,0.9915779043844439,0.9898439435224177,0.0027590999007225036,0.023095899249781882,0.9375,200.15,199.8,0
25.69,0.16214866638183595,0.14745846557617187,0.025139610290527345,0.5296904907226563,0.9918256130790191,0.9918256130790191,0.0020324902236461637,0.015588416673416799,0.9375,254.8,254.8,1
0.1,0.43921054077148436,0.43706695556640623,0.3677336120605469,0.5622882080078125,0.25,0.45,0.015158089399337769,0.06765922856373169,0.6875,0.25,0.45,0
8.11,0.2298580627441406,0.21241938781738282,0.049839744567871096,0.5691607666015625,0.9889025893958077,0.9876695437731196,0.002980225682258606,0.03534955860072455,1.0,80.2,80.1,1
